SFIN,Segregated Fund Name,NAV Date,NAV Per Unit,Company Name,Date,Sr.no.
ULGF04411/02/12SecureMFII101,Secure Managed Fund II,04-09-2024,33.2132,HDFC Life Insurance Company Limited,04-Sep-24,87
ULGF04311/02/12LiquidFdII101,Liquid Fund II,04-09-2024,25.5638,HDFC Life Insurance Company Limited,04-Sep-24,88
ULGF04020/02/12BalncdMFII101,Balanced Managed Fund II,04-09-2024,40.5559,HDFC Life Insurance Company Limited,04-Sep-24,89
ULGF03920/02/12DefnsvFdII101,Defensive Managed Fund II,04-09-2024,38.4198,HDFC Life Insurance Company Limited,04-Sep-24,90
ULGF03820/02/12SecureMFII101,Secure Managed Fund II,04-09-2024,34.2107,HDFC Life Insurance Company Limited,04-Sep-24,91
ULGF03720/02/12StableMFII101,Stable Managed Fund II,04-09-2024,28.2595,HDFC Life Insurance Company Limited,04-Sep-24,92
ULGF03620/02/12LiquidFdII101,Liquid Fund II,04-09-2024,27.1776,HDFC Life Insurance Company Limited,04-Sep-24,93
ULGF03518/02/12StableMgFd101,Stable managed Fund,04-09-2024,79.4056,HDFC Life Insurance Company Limited,04-Sep-24,94
ULGF03318/02/12GrowthFund101,Growth Fund,04-09-2024,477.9277,HDFC Life Insurance Company Limited,04-Sep-24,95
ULGF03218/02/12BalancedMF101,Balanced Managed Fund,04-09-2024,199.6127,HDFC Life Insurance Company Limited,04-Sep-24,96
ULGF03118/02/12DefensiveF101,Defensive Managed Fund,04-09-2024,121.4487,HDFC Life Insurance Company Limited,04-Sep-24,97
ULGF03018/02/12SecureMgtF101,Secure Managed Fund,04-09-2024,86.5711,HDFC Life Insurance Company Limited,04-Sep-24,98
ULGF02918/02/12LiquidFund101,Liquid Fund,04-09-2024,76.2983,HDFC Life Insurance Company Limited,04-Sep-24,99
ULGF02825/02/12StableMgFd101,Stable Managed Fund,04-09-2024,79.5384,HDFC Life Insurance Company Limited,04-Sep-24,100
ULGF02525/02/12BalancedMF101,Balanced Managed Fund,04-09-2024,210.5917,HDFC Life Insurance Company Limited,04-Sep-24,101
ULGF02425/02/12DefensiveF101,Defensive Managed Fund,04-09-2024,135.4966,HDFC Life Insurance Company Limited,04-Sep-24,102
ULGF02325/02/12SecureMgtF101,Secure Managed Fund,04-09-2024,89.1469,HDFC Life Insurance Company Limited,04-Sep-24,103
ULGF02225/02/12LiquidFund101,Liquid Fund,04-09-2024,76.4270,HDFC Life Insurance Company Limited,04-Sep-24,104
ULGF01620/06/07SovereignF101,Sovereign Fund,04-09-2024,73.7759,HDFC Life Insurance Company Limited,04-Sep-24,105
ULGF01520/06/07SovereignF101,Sovereign Fund,04-09-2024,67.2932,HDFC Life Insurance Company Limited,04-Sep-24,106
ULGF01128/03/05BalancedMF101,Balanced Managed Fund,04-09-2024,190.3601,HDFC Life Insurance Company Limited,04-Sep-24,107
ULGF01028/03/05DefensiveF101,Defensive Managed Fund,04-09-2024,126.1792,HDFC Life Insurance Company Limited,04-Sep-24,108
ULGF00928/03/05SecureMgtF101,Secure Managed Fund,04-09-2024,182.2233,HDFC Life Insurance Company Limited,04-Sep-24,109
ULGF00620/06/07StableMgFd101,Stable Managed Fund,04-09-2024,76.9527,HDFC Life Insurance Company Limited,04-Sep-24,110
ULGF00524/08/04EBSECURE101,Group Secure Fund,04-09-2024,50.6655,HDFC Life Insurance Company Limited,04-Sep-24,111
ULGF00424/08/04EBLIQUID101,Group Liquid Fund,04-09-2024,10,HDFC Life Insurance Company Limited,04-Sep-24,112
ULGF00411/08/03BalancedMF101,Balanced Managed Fund,04-09-2024,265.3783,HDFC Life Insurance Company Limited,04-Sep-24,113
ULGF00324/08/04EBGROWTH101,Group Growth Fund,04-09-2024,81.70,HDFC Life Insurance Company Limited,04-Sep-24,114
ULGF00311/08/03DefensiveF101,Defensive Managed Fund,04-09-2024,153.4179,HDFC Life Insurance Company Limited,04-Sep-24,115
ULGF00224/08/04EBDEBT101,Group Debt Fund,04-09-2024,43.6483,HDFC Life Insurance Company Limited,04-Sep-24,116
ULGF00211/08/03SecureMgtF101,Secure Managed Fund,04-09-2024,88.0788,HDFC Life Insurance Company Limited,04-Sep-24,117
ULGF00124/08/04EBBALANCE101,Group Balanced Fund,04-09-2024,54.6158,HDFC Life Insurance Company Limited,04-Sep-24,118
ULGF00111/08/03LiquidFund101,Liquid Fund,04-09-2024,77.0810,HDFC Life Insurance Company Limited,04-Sep-24,119
ULIF07528/05/24AlphaIdxFd101,Nifty Alpha 30 Fund,01-08-2024,9.9760,HDFC Life Insurance Company Limited,01-Aug-24,1
ULIF07317/01/24MidCpMoIdx101,HDFC Life Midcap Momentum Fund,01-08-2024,11.8993,HDFC Life Insurance Company Limited,01-Aug-24,2
ULIF07201/09/23FlexiCapPF101,Flexi Cap Pension Fund,01-08-2024,11.9281,HDFC Life Insurance Company Limited,01-Aug-24,3
ULIF07114/07/23FlexiCapFd101,Flexi Cap Fund,01-08-2024,15.3418,HDFC Life Insurance Company Limited,01-Aug-24,4
ULIF07019/07/21SustnblEqF101,Sustainable Equity Fund,01-08-2024,14.5922,HDFC Life Insurance Company Limited,01-Aug-24,5
ULIF06914/06/19SecAdvFund101,Secure Advantage Fund,01-08-2024,13.5792,HDFC Life Insurance Company Limited,01-Aug-24,6
ULIF06814/06/19BondPlusFd101,Bond Plus Fund,01-08-2024,13.5204,HDFC Life Insurance Company Limited,01-Aug-24,7
ULIF06723/03/18EqtyAdvtFd101,Equity Advantage Fund,01-08-2024,28.5099,HDFC Life Insurance Company Limited,01-Aug-24,8
ULIF06618/01/18DiscvryFnd101,Discovery Fund,01-08-2024,39.6995,HDFC Life Insurance Company Limited,01-Aug-24,9
ULIF06501/04/16UnclaimdPF101,Unclaimed Policyholders Fund,01-08-2024,15.4326,HDFC Life Insurance Company Limited,01-Aug-24,10
ULIF06401/04/15CapSecFund101,Capital Secure Fund,01-08-2024,14.6064,HDFC Life Insurance Company Limited,01-Aug-24,11
ULIF06301/04/15CapGrwthFd101,Capital Growth Fund,01-08-2024,30.8940,HDFC Life Insurance Company Limited,01-Aug-24,12
ULIF06201/04/14PenConsvFd101,Pension Conservative Fund,01-08-2024,10,HDFC Life Insurance Company Limited,01-Aug-24,13
ULIF06101/04/14PenIncFund101,Pension Income Fund,01-08-2024,15.9804,HDFC Life Insurance Company Limited,01-Aug-24,14
ULIF06001/04/14PenEqPlsFd101,Pension Equity Plus Fund,01-08-2024,30.1125,HDFC Life Insurance Company Limited,01-Aug-24,15
ULIF05801/08/13ConsertvFd101,Conservative Fund,01-08-2024,18.6356,HDFC Life Insurance Company Limited,01-Aug-24,16
ULIF05601/08/13Bond Funds101,Bond Fund,01-08-2024,19.6872,HDFC Life Insurance Company Limited,01-Aug-24,17
ULIF05501/08/13DivrEqtyFd101,Diversified Equity Fund,01-08-2024,41.8956,HDFC Life Insurance Company Limited,01-Aug-24,18
ULIF05301/08/13EquityPlus101,Equity Plus Fund,01-08-2024,33.4602,HDFC Life Insurance Company Limited,01-Aug-24,19
ULIF05201/10/13DiscontdPF101,Discontinued Policy Fund Pension,01-08-2024,18.8771,HDFC Life Insurance Company Limited,01-Aug-24,20
ULIF05110/03/11DiscontdPF101,Discontinued Policy Fund,01-08-2024,23.1968,HDFC Life Insurance Company Limited,01-Aug-24,21
ULIF04818/06/12PenSuPls12101,Pension Super Plus 2012,01-08-2024,29.1963,HDFC Life Insurance Company Limited,01-Aug-24,22
ULIF04001/09/10HighestNAV101,Highest NAV Guarantee Fund,01-08-2024,20.1001,HDFC Life Insurance Company Limited,01-Aug-24,23
ULIF03901/09/10BalancedFd101,Balanced Fund,01-08-2024,38.8675,HDFC Life Insurance Company Limited,01-Aug-24,24
ULIF03801/09/10ShortTrmFd101,Short Term Fund,01-08-2024,22.8270,HDFC Life Insurance Company Limited,01-Aug-24,25
ULIF03701/01/10VantageFnd101,Vantage Fund,01-08-2024,41.2289,HDFC Life Insurance Company Limited,01-Aug-24,26
ULIF03601/01/10OpprtntyFd101,Opportunities Fund,01-08-2024,77.3385,HDFC Life Insurance Company Limited,01-Aug-24,27
ULIF03501/01/10BlueChipFd101,Blue Chip Fund,01-08-2024,51.6128,HDFC Life Insurance Company Limited,01-Aug-24,28
ULIF03401/01/10IncomeFund101,Income Fund,01-08-2024,27.3349,HDFC Life Insurance Company Limited,01-Aug-24,29
ULIF03304/08/08ManagerFnd101,Manager’s Fund,01-08-2024,54.0823,HDFC Life Insurance Company Limited,01-Aug-24,30
ULIF03204/08/08Large-CapF101,Large-cap Fund,01-08-2024,65.2119,HDFC Life Insurance Company Limited,01-Aug-24,31
ULIF03104/08/08Mid-capFnd101,Mid-cap Fund,01-08-2024,114.8789,HDFC Life Insurance Company Limited,01-Aug-24,32
ULIF03004/08/08BondOprtFd101,Bond Opportunities Fund,01-08-2024,27.1575,HDFC Life Insurance Company Limited,01-Aug-24,33
ULIF02904/08/08MoneyPlusF101,Money Plus Fund,01-08-2024,22.8551,HDFC Life Insurance Company Limited,01-Aug-24,34
ULIF02808/10/08GrwthFndII101,Growth Fund II,01-08-2024,91.1511,HDFC Life Insurance Company Limited,01-Aug-24,35
ULIF02708/10/08EquityMFII101,Equity Managed Fund II,01-08-2024,79.0119,HDFC Life Insurance Company Limited,01-Aug-24,36
ULIF02608/10/08BalncdMFII101,Balanced Managed Fund II,01-08-2024,56.3898,HDFC Life Insurance Company Limited,01-Aug-24,37
ULIF02508/10/08DefnsvFdII101,Defensive Managed Fund II,01-08-2024,42.5586,HDFC Life Insurance Company Limited,01-Aug-24,38
ULIF02408/10/08SecureMFII101,Secure Managed Fund II,01-08-2024,32.4956,HDFC Life Insurance Company Limited,01-Aug-24,39
ULIF02308/10/08StableMFII101,Stable Managed Fund II,01-08-2024,26.9832,HDFC Life Insurance Company Limited,01-Aug-24,40
ULIF02208/10/08LiquidFdII101,Liquid Fund II,01-08-2024,25.5736,HDFC Life Insurance Company Limited,01-Aug-24,41
ULIF02120/02/08GrwthFndII101,Growth Fund II,01-08-2024,48.2957,HDFC Life Insurance Company Limited,01-Aug-24,42
ULIF02020/02/08EquityMFII101,Equity Managed Fund II,01-08-2024,51.6502,HDFC Life Insurance Company Limited,01-Aug-24,43
ULIF01920/02/08BalncdMFII101,Balanced Managed Fund II,01-08-2024,40.1756,HDFC Life Insurance Company Limited,01-Aug-24,44
ULIF01901/06/20PNLARGECAP101,Large Cap - Pension Fund,01-08-2024,20.5667,HDFC Life Insurance Company Limited,01-Aug-24,45
ULIF01820/02/08DefnsvFdII101,Defensive Managed Fund II,01-08-2024,38.4504,HDFC Life Insurance Company Limited,01-Aug-24,46
ULIF01801/10/18CAPNIFINDX101,Capped Nifty Index Fund,01-08-2024,23.4322,HDFC Life Insurance Company Limited,01-Aug-24,47
ULIF01720/02/08SecureMFII101,Secure Managed Fund II,01-08-2024,32.7533,HDFC Life Insurance Company Limited,01-Aug-24,48
ULIF01701/01/17MIDCAP101,Individual Midcap Fund,01-08-2024,31.4549,HDFC Life Insurance Company Limited,01-Aug-24,49
ULIF01620/02/08StableMFII101,Stable Managed Fund II,01-08-2024,28.1719,HDFC Life Insurance Company Limited,01-Aug-24,50
ULIF01527/12/10ACTASSET101,Active Asset Allocation Fund,01-08-2024,36.1047,HDFC Life Insurance Company Limited,01-Aug-24,51
ULIF01520/02/08LiquidFdII101,Liquid Fund II,01-08-2024,27.0206,HDFC Life Insurance Company Limited,01-Aug-24,52
ULIF01420/06/07StableMgFd101,Stable Managed Fund,01-08-2024,78.8468,HDFC Life Insurance Company Limited,01-Aug-24,53
ULIF01403/12/10GTDNAV101,Guaranteed NAV Fund,01-08-2024,24.6880,HDFC Life Insurance Company Limited,01-Aug-24,54
ULIF01316/12/09PNPRIMEEQU101,Individual Prime Equity Pension Fund,01-08-2024,46.0567,HDFC Life Insurance Company Limited,01-Aug-24,55
ULIF01316/01/06EquityMgFd101,Equity Managed Fund,01-08-2024,354.0602,HDFC Life Insurance Company Limited,01-Aug-24,56
ULIF01216/12/09PNPRESERVR101,Individual Preserver Pension Fund,01-08-2024,32.1101,HDFC Life Insurance Company Limited,01-Aug-24,57
ULIF01202/01/04GrowthFund101,Growth Fund,01-08-2024,422.0860,HDFC Life Insurance Company Limited,01-Aug-24,58
ULIF01116/12/09PRIMEEQU101,Individual Prime Equity Fund,01-08-2024,43.7521,HDFC Life Insurance Company Limited,01-Aug-24,59
ULIF01102/01/04BalancedMF101,Balanced Managed Fund,01-08-2024,202.7803,HDFC Life Insurance Company Limited,01-Aug-24,60
ULIF01016/12/09PRESERVER101,Individual Preserver Fund,01-08-2024,32.1123,HDFC Life Insurance Company Limited,01-Aug-24,61
ULIF01002/01/04DefensiveF101,Defensive Managed Fund,01-08-2024,122.8138,HDFC Life Insurance Company Limited,01-Aug-24,62
ULIF00905/02/08PENLIQUID101,Pension Liquid Fund,01-08-2024,28.4340,HDFC Life Insurance Company Limited,01-Aug-24,63
ULIF00902/01/04SecureMgtF101,Secure Managed Fund,01-08-2024,84.2232,HDFC Life Insurance Company Limited,01-Aug-24,64
ULIF00805/02/08PENEQUITY101,Pension Equity Fund,01-08-2024,48.9806,HDFC Life Insurance Company Limited,01-Aug-24,65
ULIF00802/01/04LiquidFund101,Liquid Fund,01-08-2024,75.5344,HDFC Life Insurance Company Limited,01-Aug-24,66
ULIF00720/06/07StableMgFd101,Stable Managed Fund,01-08-2024,79.0743,HDFC Life Insurance Company Limited,01-Aug-24,67
ULIF00705/02/08PENDEBT101,Pension Debt Fund,01-08-2024,36.9734,HDFC Life Insurance Company Limited,01-Aug-24,68
ULIF00616/01/06EquityMgFd101,Equity Managed Fund,01-08-2024,356.2632,HDFC Life Insurance Company Limited,01-Aug-24,69
ULIF00514/10/05EQUITY101,Individual Equity Fund,01-08-2024,70.0941,HDFC Life Insurance Company Limited,01-Aug-24,70
ULIF00502/01/04GrowthFund101,Growth Fund,01-08-2024,439.4481,HDFC Life Insurance Company Limited,01-Aug-24,71
ULIF00418/10/04SECURE101,Individual Secure Fund,01-08-2024,51.2648,HDFC Life Insurance Company Limited,01-Aug-24,72
ULIF00402/01/04BalancedMF101,Balanced Managed Fund,01-08-2024,204.9618,HDFC Life Insurance Company Limited,01-Aug-24,73
ULIF00318/10/04GROWTH101,Individual Growth Fund,01-08-2024,70.6074,HDFC Life Insurance Company Limited,01-Aug-24,74
ULIF00302/01/04DefensiveF101,Defensive Managed Fund,01-08-2024,135.8996,HDFC Life Insurance Company Limited,01-Aug-24,75
ULIF00218/10/04DEBT101,Individual Debt Fund,01-08-2024,44.1873,HDFC Life Insurance Company Limited,01-Aug-24,76
ULIF00202/01/04SecureMgtF101,Secure Managed Fund,01-08-2024,85.9307,HDFC Life Insurance Company Limited,01-Aug-24,77
ULIF00118/10/04BALANCE101,Individual Balanced Fund,01-08-2024,57.5890,HDFC Life Insurance Company Limited,01-Aug-24,78
ULIF00102/01/04LiquidFund101,Liquid Fund,01-08-2024,74.9032,HDFC Life Insurance Company Limited,01-Aug-24,79
ULGF05227/02/23CGHybdFund101,Capital Guarantee Debt Plus Fund Pension,01-08-2024,10,HDFC Life Insurance Company Limited,01-Aug-24,80
ULGF05127/02/23CGDebtFund101,Capital Guarantee Debt Fund Pension,01-08-2024,10,HDFC Life Insurance Company Limited,01-Aug-24,81
ULGF05027/02/23CGHybdFund101,Capital Guarantee Debt Plus Fund Life,01-08-2024,10.0373,HDFC Life Insurance Company Limited,01-Aug-24,82
ULGF04927/02/23CGDebtFund101,Capital Guarantee Debt Fund Life,01-08-2024,10.2804,HDFC Life Insurance Company Limited,01-Aug-24,83
ULGF04811/02/12StableMFII101,Stable Managed Fund II,01-08-2024,26.8490,HDFC Life Insurance Company Limited,01-Aug-24,84
ULGF04611/02/12BalncdMFII101,Balanced Managed Fund II,01-08-2024,54.0393,HDFC Life Insurance Company Limited,01-Aug-24,85
ULGF04511/02/12DefnsvFdII101,Defensive Managed Fund II,01-08-2024,41.1016,HDFC Life Insurance Company Limited,01-Aug-24,86
ULGF04411/02/12SecureMFII101,Secure Managed Fund II,01-08-2024,32.8829,HDFC Life Insurance Company Limited,01-Aug-24,87
ULGF04311/02/12LiquidFdII101,Liquid Fund II,01-08-2024,25.4293,HDFC Life Insurance Company Limited,01-Aug-24,88
ULGF04020/02/12BalncdMFII101,Balanced Managed Fund II,01-08-2024,40.1137,HDFC Life Insurance Company Limited,01-Aug-24,89
ULGF03920/02/12DefnsvFdII101,Defensive Managed Fund II,01-08-2024,37.9721,HDFC Life Insurance Company Limited,01-Aug-24,90
ULGF03820/02/12SecureMFII101,Secure Managed Fund II,01-08-2024,33.8497,HDFC Life Insurance Company Limited,01-Aug-24,91
ULGF03720/02/12StableMFII101,Stable Managed Fund II,01-08-2024,28.1071,HDFC Life Insurance Company Limited,01-Aug-24,92
ULGF03620/02/12LiquidFdII101,Liquid Fund II,01-08-2024,27.0253,HDFC Life Insurance Company Limited,01-Aug-24,93
ULGF03518/02/12StableMgFd101,Stable managed Fund,01-08-2024,78.9332,HDFC Life Insurance Company Limited,01-Aug-24,94
ULGF03318/02/12GrowthFund101,Growth Fund,01-08-2024,481.7568,HDFC Life Insurance Company Limited,01-Aug-24,95
ULGF03218/02/12BalancedMF101,Balanced Managed Fund,01-08-2024,197.3759,HDFC Life Insurance Company Limited,01-Aug-24,96
ULGF03118/02/12DefensiveF101,Defensive Managed Fund,01-08-2024,120.0522,HDFC Life Insurance Company Limited,01-Aug-24,97
ULGF03018/02/12SecureMgtF101,Secure Managed Fund,01-08-2024,85.6704,HDFC Life Insurance Company Limited,01-Aug-24,98
ULGF02918/02/12LiquidFund101,Liquid Fund,01-08-2024,75.8623,HDFC Life Insurance Company Limited,01-Aug-24,99
ULGF02825/02/12StableMgFd101,Stable Managed Fund,01-08-2024,79.0663,HDFC Life Insurance Company Limited,01-Aug-24,100
ULGF02525/02/12BalancedMF101,Balanced Managed Fund,01-08-2024,208.2806,HDFC Life Insurance Company Limited,01-Aug-24,101
ULGF02425/02/12DefensiveF101,Defensive Managed Fund,01-08-2024,133.8667,HDFC Life Insurance Company Limited,01-Aug-24,102
ULGF02325/02/12SecureMgtF101,Secure Managed Fund,01-08-2024,88.2196,HDFC Life Insurance Company Limited,01-Aug-24,103
ULGF02225/02/12LiquidFund101,Liquid Fund,01-08-2024,75.9930,HDFC Life Insurance Company Limited,01-Aug-24,104
ULGF01620/06/07SovereignF101,Sovereign Fund,01-08-2024,72.9938,HDFC Life Insurance Company Limited,01-Aug-24,105
ULGF01520/06/07SovereignF101,Sovereign Fund,01-08-2024,66.5722,HDFC Life Insurance Company Limited,01-Aug-24,106
ULGF01128/03/05BalancedMF101,Balanced Managed Fund,01-08-2024,188.1844,HDFC Life Insurance Company Limited,01-Aug-24,107
ULGF01028/03/05DefensiveF101,Defensive Managed Fund,01-08-2024,124.8539,HDFC Life Insurance Company Limited,01-Aug-24,108
ULGF00928/03/05SecureMgtF101,Secure Managed Fund,01-08-2024,180.9163,HDFC Life Insurance Company Limited,01-Aug-24,109
ULGF00620/06/07StableMgFd101,Stable Managed Fund,01-08-2024,76.4914,HDFC Life Insurance Company Limited,01-Aug-24,110
ULGF00524/08/04EBSECURE101,Group Secure Fund,01-08-2024,50.1319,HDFC Life Insurance Company Limited,01-Aug-24,111
ULGF00424/08/04EBLIQUID101,Group Liquid Fund,01-08-2024,10,HDFC Life Insurance Company Limited,01-Aug-24,112
ULGF00411/08/03BalancedMF101,Balanced Managed Fund,01-08-2024,262.3078,HDFC Life Insurance Company Limited,01-Aug-24,113
ULGF00324/08/04EBGROWTH101,Group Growth Fund,01-08-2024,81.0109,HDFC Life Insurance Company Limited,01-Aug-24,114
ULGF00311/08/03DefensiveF101,Defensive Managed Fund,01-08-2024,151.7050,HDFC Life Insurance Company Limited,01-Aug-24,115
ULGF00224/08/04EBDEBT101,Group Debt Fund,01-08-2024,43.1617,HDFC Life Insurance Company Limited,01-Aug-24,116
ULGF00211/08/03SecureMgtF101,Secure Managed Fund,01-08-2024,87.1022,HDFC Life Insurance Company Limited,01-Aug-24,117
ULGF00124/08/04EBBALANCE101,Group Balanced Fund,01-08-2024,54.2099,HDFC Life Insurance Company Limited,01-Aug-24,118
ULGF00111/08/03LiquidFund101,Liquid Fund,01-08-2024,76.64,HDFC Life Insurance Company Limited,01-Aug-24,119
ULIF07528/05/24AlphaIdxFd101,Nifty Alpha 30 Fund,13-09-2024,9.9086,HDFC Life Insurance Company Limited,13-Sep-24,1
ULIF07317/01/24MidCpMoIdx101,HDFC Life Midcap Momentum Fund,13-09-2024,11.9969,HDFC Life Insurance Company Limited,13-Sep-24,2
ULIF07201/09/23FlexiCapPF101,Flexi Cap Pension Fund,13-09-2024,12.1819,HDFC Life Insurance Company Limited,13-Sep-24,3
ULIF07114/07/23FlexiCapFd101,Flexi Cap Fund,13-09-2024,15.5575,HDFC Life Insurance Company Limited,13-Sep-24,4
ULIF07019/07/21SustnblEqF101,Sustainable Equity Fund,13-09-2024,15.0192,HDFC Life Insurance Company Limited,13-Sep-24,5
ULIF06914/06/19SecAdvFund101,Secure Advantage Fund,13-09-2024,13.7526,HDFC Life Insurance Company Limited,13-Sep-24,6
ULIF06814/06/19BondPlusFd101,Bond Plus Fund,13-09-2024,13.6401,HDFC Life Insurance Company Limited,13-Sep-24,7
ULIF06723/03/18EqtyAdvtFd101,Equity Advantage Fund,13-09-2024,28.9620,HDFC Life Insurance Company Limited,13-Sep-24,8
ULIF06618/01/18DiscvryFnd101,Discovery Fund,13-09-2024,41.1280,HDFC Life Insurance Company Limited,13-Sep-24,9
ULIF06501/04/16UnclaimdPF101,Unclaimed Policyholders Fund,13-09-2024,16.0395,HDFC Life Insurance Company Limited,13-Sep-24,10
ULIF06401/04/15CapSecFund101,Capital Secure Fund,13-09-2024,14.8176,HDFC Life Insurance Company Limited,13-Sep-24,11
ULIF06301/04/15CapGrwthFd101,Capital Growth Fund,13-09-2024,31.6306,HDFC Life Insurance Company Limited,13-Sep-24,12
ULIF06201/04/14PenConsvFd101,Pension Conservative Fund,13-09-2024,10,HDFC Life Insurance Company Limited,13-Sep-24,13
ULIF06101/04/14PenIncFund101,Pension Income Fund,13-09-2024,16.2037,HDFC Life Insurance Company Limited,13-Sep-24,14
ULIF06001/04/14PenEqPlsFd101,Pension Equity Plus Fund,13-09-2024,30.5779,HDFC Life Insurance Company Limited,13-Sep-24,15
ULIF05801/08/13ConsertvFd101,Conservative Fund,13-09-2024,18.7912,HDFC Life Insurance Company Limited,13-Sep-24,16
ULIF05601/08/13Bond Funds101,Bond Fund,13-09-2024,19.9899,HDFC Life Insurance Company Limited,13-Sep-24,17
ULIF05501/08/13DivrEqtyFd101,Diversified Equity Fund,13-09-2024,42.4478,HDFC Life Insurance Company Limited,13-Sep-24,18
ULIF05301/08/13EquityPlus101,Equity Plus Fund,13-09-2024,33.9873,HDFC Life Insurance Company Limited,13-Sep-24,19
ULIF05201/10/13DiscontdPF101,Discontinued Policy Fund Pension,13-09-2024,19.0322,HDFC Life Insurance Company Limited,13-Sep-24,20
ULIF05110/03/11DiscontdPF101,Discontinued Policy Fund,13-09-2024,23.3797,HDFC Life Insurance Company Limited,13-Sep-24,21
ULIF04818/06/12PenSuPls12101,Pension Super Plus 2012,13-09-2024,29.4507,HDFC Life Insurance Company Limited,13-Sep-24,22
ULIF04001/09/10HighestNAV101,Highest NAV Guarantee Fund,13-09-2024,20.1899,HDFC Life Insurance Company Limited,13-Sep-24,23
ULIF03901/09/10BalancedFd101,Balanced Fund,13-09-2024,39.5606,HDFC Life Insurance Company Limited,13-Sep-24,24
ULIF03801/09/10ShortTrmFd101,Short Term Fund,13-09-2024,23.0215,HDFC Life Insurance Company Limited,13-Sep-24,25
